positive  	{'Negative Emotion': 0, 'Positive Emotion': 16.666666666666668, 'liwc:positive': 1, 'UNI_an': 0.05555555555555555, 'UNI_excellent': 0.05555555555555555, 'UNI_restaurant': 0.05555555555555555, 'UNI_the': 0.05555555555555555, 'UNI_food': 0.05555555555555555, 'UNI_wonderful': 0.05555555555555555, 'UNI_service': 0.05555555555555555, 'UNI_friendly': 0.05555555555555555, 'UNI_attentive': 0.05555555555555555, 'UNI_atmosphere': 0.05555555555555555, 'UNI_warm': 0.05555555555555555, 'UNI_homey': 0.05555555555555555, 'UNI_it': 0.05555555555555555, 'UNI_best': 0.05555555555555555, 'UNI_valentine': 0.05555555555555555, 'UNI_dinner': 0.05555555555555555, 'UNI_i': 0.05555555555555555, 'UNI_ever': 0.05555555555555555}
negative  	{'Negative Emotion': 3.0303030303030303, 'Positive Emotion': 11.11111111111111, 'liwc:positive': 1, 'UNI_if': 0.020202020202020204, 'UNI_want': 0.020202020202020204, 'UNI_go': 0.04040404040404041, 'UNI_order': 0.020202020202020204, 'UNI_eat': 0.010101010101010102, 'UNI_leave': 0.010101010101010102, 'UNI_place': 0.020202020202020204, 'UNI_the': 0.010101010101010102, 'UNI_food': 0.010101010101010102, 'UNI_good': 0.06060606060606061, 'UNI_great': 0.010101010101010102, 'UNI_like': 0.010101010101010102, 'UNI_meet': 0.020202020202020204, 'UNI_friends': 0.010101010101010102, 'UNI_drinks': 0.010101010101010102, 'UNI_visit': 0.010101010101010102, 'UNI_ordering': 0.010101010101010102, 'UNI_need': 0.010101010101010102, 'UNI_somewhere': 0.010101010101010102, 'UNI_else': 0.010101010101010102, 'UNI_el': 0.010101010101010102, 'UNI_porton': 0.010101010101010102, 'UNI_one': 0.030303030303030304, 'UNI_waiter': 0.04040404040404041, 'UNI_rest': 0.010101010101010102, 'UNI_lazy': 0.010101010101010102, 'UNI_rude': 0.010101010101010102, 'UNI_our': 0.010101010101010102, 'UNI_latest': 0.010101010101010102, 'UNI_tried': 0.010101010101010102, 'UNI_give': 0.010101010101010102, 'UNI_us': 0.020202020202020204, 'UNI_check': 0.010101010101010102, 'UNI_twice': 0.010101010101010102, 'UNI_ready': 0.010101010101010102, 'UNI_less': 0.010101010101010102, 'UNI_hour': 0.010101010101010102, 'UNI_got': 0.010101010101010102, 'UNI_4:30': 0.010101010101010102, 'UNI_exactly': 0.010101010101010102, 'UNI_dinner': 0.010101010101010102, 'UNI_rush': 0.010101010101010102, 'UNI_he': 0.010101010101010102, 'UNI_never': 0.010101010101010102, 'UNI_cleared': 0.010101010101010102, 'UNI_table': 0.010101010101010102, 'UNI_needed': 0.010101010101010102, 'UNI_anything': 0.010101010101010102, 'UNI_hunt': 0.010101010101010102, 'UNI_this': 0.010101010101010102, 'UNI_time': 0.010101010101010102, 'UNI_problems': 0.010101010101010102, 'UNI_it': 0.010101010101010102, 'UNI_central': 0.010101010101010102, 'UNI_little': 0.010101010101010102, 'UNI_rock': 0.010101010101010102, 'UNI_last': 0.010101010101010102, 'UNI_3': 0.010101010101010102, 'UNI_times': 0.010101010101010102, 'UNI_lucky': 0.010101010101010102, 'UNI_thought': 0.010101010101010102, 'UNI_things': 0.010101010101010102, 'UNI_changed': 0.010101010101010102, 'UNI_we': 0.010101010101010102, 'UNI_wrong': 0.010101010101010102, 'UNI_i': 0.030303030303030304, 'UNI_might': 0.010101010101010102, 'UNI_back': 0.010101010101010102, 'UNI_could': 0.010101010101010102, 'UNI_make': 0.010101010101010102, 'UNI_sure': 0.010101010101010102, 'UNI_otherwise': 0.010101010101010102, 'UNI_many': 0.010101010101010102, 'UNI_mexican': 0.010101010101010102, 'UNI_places': 0.010101010101010102, 'UNI_much': 0.010101010101010102, 'UNI_better': 0.010101010101010102, 'UNI_service': 0.010101010101010102}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 2.5974025974025974, 'liwc:positive': 1, 'UNI_we': 0.05194805194805195, 'UNI_waited': 0.025974025974025976, 'UNI_35': 0.012987012987012988, 'UNI_minutes': 0.05194805194805195, 'UNI_waitress': 0.025974025974025976, 'UNI_appeared': 0.012987012987012988, 'UNI_order': 0.025974025974025976, 'UNI_take': 0.012987012987012988, 'UNI_another': 0.025974025974025976, 'UNI_30': 0.025974025974025976, 'UNI_food': 0.012987012987012988, 'UNI_appear': 0.012987012987012988, 'UNI_the': 0.025974025974025976, 'UNI_shouted': 0.012987012987012988, 'UNI_turkey': 0.012987012987012988, 'UNI_if': 0.012987012987012988, "UNI_n't": 0.012987012987012988, 'UNI_automatically': 0.012987012987012988, 'UNI_answer': 0.012987012987012988, 'UNI_easily': 0.012987012987012988, 'UNI_agitated': 0.012987012987012988, 'UNI_hey': 0.012987012987012988, 'UNI_fault': 0.025974025974025976, 'UNI_forgot': 0.012987012987012988, 'UNI_long': 0.012987012987012988, 'UNI_time': 0.012987012987012988, 'UNI_wait': 0.012987012987012988, 'UNI_sandwich': 0.012987012987012988, 'UNI_bowl': 0.012987012987012988, 'UNI_soup': 0.012987012987012988, 'UNI_when': 0.012987012987012988, 'UNI_bills': 0.025974025974025976, 'UNI_arrived': 0.012987012987012988, 'UNI_incorrect': 0.012987012987012988, 'UNI_spent': 0.012987012987012988, 'UNI_10': 0.012987012987012988, 'UNI_straightening': 0.012987012987012988, 'UNI_cash': 0.012987012987012988, 'UNI_register': 0.012987012987012988, 'UNI_some': 0.012987012987012988, 'UNI_double': 0.012987012987012988, 'UNI_amount': 0.012987012987012988, 'UNI_charged': 0.012987012987012988, 'UNI_incorrectly': 0.012987012987012988, 'UNI_charging': 0.012987012987012988, 'UNI_regular': 0.012987012987012988, 'UNI_size': 0.012987012987012988, 'UNI_drink': 0.012987012987012988, 'UNI_ordered': 0.012987012987012988, 'UNI_small': 0.012987012987012988, 'UNI_treated': 0.012987012987012988, 'UNI_large': 0.012987012987012988, 'UNI_group': 0.012987012987012988, 'UNI_commercials': 0.012987012987012988, 'UNI_look': 0.012987012987012988, 'UNI_good': 0.012987012987012988, 'UNI_i': 0.025974025974025976, 'UNI_eat': 0.012987012987012988, 'UNI_paper': 0.012987012987012988, 'UNI_wrapped': 0.012987012987012988, 'UNI_visit': 0.012987012987012988, 'UNI_place': 0.012987012987012988}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 16.666666666666668, 'liwc:positive': 1, 'UNI_the': 0.08333333333333333, 'UNI_service': 0.08333333333333333, 'UNI_prompt': 0.08333333333333333, 'UNI_waitress': 0.08333333333333333, 'UNI_pleasant': 0.08333333333333333, 'UNI_enough': 0.08333333333333333, 'UNI_some': 0.08333333333333333, 'UNI_food': 0.08333333333333333, 'UNI_tasted': 0.08333333333333333, 'UNI_like': 0.08333333333333333, 'UNI_warmed': 0.08333333333333333, 'UNI_day': 0.08333333333333333}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 4.761904761904762, 'liwc:positive': 1, 'UNI_its': 0.047619047619047616, 'UNI_hotel': 0.047619047619047616, 'UNI_restaurant': 0.047619047619047616, 'UNI_i': 0.14285714285714285, 'UNI_guess': 0.047619047619047616, "UNI_n't": 0.047619047619047616, 'UNI_expected': 0.047619047619047616, 'UNI_much': 0.047619047619047616, 'UNI_begin': 0.047619047619047616, 'UNI_food': 0.047619047619047616, 'UNI_ok': 0.047619047619047616, 'UNI_mean': 0.047619047619047616, 'UNI_horrible': 0.047619047619047616, 'UNI_tall': 0.047619047619047616, 'UNI_skinny': 0.047619047619047616, 'UNI_guy': 0.047619047619047616, 'UNI_attitude': 0.047619047619047616, 'UNI_topped': 0.047619047619047616, 'UNI_cake': 0.047619047619047616}
negative  	{'Negative Emotion': 1.3513513513513513, 'Positive Emotion': 8.108108108108109, 'liwc:positive': 1, 'UNI_as': 0.013513513513513514, 'UNI_member': 0.013513513513513514, 'UNI_gay': 0.013513513513513514, 'UNI_community': 0.02702702702702703, 'UNI_i': 0.0945945945945946, 'UNI_heard': 0.013513513513513514, 'UNI_goog': 0.013513513513513514, 'UNI_things': 0.013513513513513514, 'UNI_lickerish': 0.02702702702702703, 'UNI_came': 0.013513513513513514, 'UNI_drinks': 0.013513513513513514, 'UNI_friends': 0.04054054054054054, 'UNI_mine': 0.013513513513513514, 'UNI_past': 0.013513513513513514, 'UNI_weekend': 0.013513513513513514, 'UNI_we': 0.02702702702702703, 'UNI_treated': 0.02702702702702703, 'UNI_annoying': 0.02702702702702703, 'UNI_server': 0.04054054054054054, 'UNI_could': 0.013513513513513514, 'UNI_keep': 0.013513513513513514, 'UNI_hands': 0.013513513513513514, 'UNI_boyfriend': 0.013513513513513514, 'UNI_told': 0.013513513513513514, 'UNI_us': 0.04054054054054054, 'UNI_continued': 0.013513513513513514, 'UNI_harrass': 0.013513513513513514, 'UNI_point': 0.013513513513513514, 'UNI_wanted': 0.013513513513513514, 'UNI_leave': 0.02702702702702703, 'UNI_service': 0.013513513513513514, 'UNI_industry': 0.013513513513513514, 'UNI_beieve': 0.013513513513513514, 'UNI_alone': 0.013513513513513514, 'UNI_unless': 0.013513513513513514, 'UNI_iinitiate': 0.013513513513513514, 'UNI_conversation': 0.013513513513513514, 'UNI_enjoy': 0.013513513513513514, 'UNI_others': 0.02702702702702703, 'UNI_company': 0.013513513513513514, 'UNI_like': 0.013513513513513514, 'UNI_animals': 0.013513513513513514, 'UNI_repulsive': 0.013513513513513514, 'UNI_sure': 0.02702702702702703, 'UNI_would': 0.013513513513513514, 'UNI_feel': 0.013513513513513514, 'UNI_way': 0.013513513513513514, 'UNI_making': 0.013513513513513514, 'UNI_know': 0.013513513513513514, 'UNI_never': 0.013513513513513514, 'UNI_step': 0.013513513513513514, 'UNI_foot': 0.013513513513513514, 'UNI_long': 0.013513513513513514, 'UNI_serving': 0.013513513513513514}
negative  	{'Negative Emotion': 1.7241379310344827, 'Positive Emotion': 3.4482758620689653, 'liwc:positive': 1, 'UNI_i': 0.10344827586206896, 'UNI_think': 0.034482758620689655, 'UNI_reviewers': 0.034482758620689655, 'UNI_work': 0.017241379310344827, 'UNI_reviews': 0.017241379310344827, 'UNI_sound': 0.017241379310344827, 'UNI_bias': 0.017241379310344827, 'UNI_top': 0.017241379310344827, 'UNI_dined': 0.017241379310344827, 'UNI_restaurant': 0.05172413793103448, 'UNI_night': 0.017241379310344827, 'UNI_couple': 0.017241379310344827, 'UNI_buddies': 0.017241379310344827, 'UNI_food': 0.034482758620689655, 'UNI_merely': 0.017241379310344827, 'UNI_good': 0.017241379310344827, 'UNI_maybe': 0.05172413793103448, 'UNI_alright': 0.017241379310344827, 'UNI_would': 0.034482758620689655, 'UNI_never': 0.017241379310344827, 'UNI_consider': 0.017241379310344827, 'UNI_overwhelming': 0.017241379310344827, 'UNI_dining': 0.017241379310344827, 'UNI_experience': 0.017241379310344827, 'UNI_the': 0.034482758620689655, 'UNI_chose': 0.017241379310344827, 'UNI_go': 0.017241379310344827, 'UNI_hamburger': 0.017241379310344827, 'UNI_hamlets': 0.017241379310344827, 'UNI_available': 0.017241379310344827, 'UNI_cost': 0.017241379310344827, 'UNI_drinks': 0.017241379310344827, "UNI_n't": 0.017241379310344827, 'UNI_necessarily': 0.017241379310344827, 'UNI_match': 0.017241379310344827, 'UNI_quality': 0.017241379310344827, 'UNI_product': 0.017241379310344827, 'UNI_service': 0.017241379310344827, 'UNI_wrong': 0.017241379310344827, 'UNI_really': 0.017241379310344827, 'UNI_previous': 0.017241379310344827, 'UNI_employees': 0.017241379310344827, 'UNI_needing': 0.017241379310344827, 'UNI_business': 0.017241379310344827}
negative  	{'Negative Emotion': 2.5641025641025643, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_we': 0.02564102564102564, 'UNI_eaten': 0.02564102564102564, 'UNI_don': 0.02564102564102564, 'UNI_pablo': 0.02564102564102564, 'UNI_many': 0.02564102564102564, 'UNI_times': 0.02564102564102564, 'UNI_since': 0.02564102564102564, 'UNI_opened': 0.02564102564102564, 'UNI_at': 0.02564102564102564, 'UNI_first': 0.02564102564102564, 'UNI_service': 0.05128205128205128, 'UNI_food': 0.05128205128205128, 'UNI_wonderful': 0.02564102564102564, 'UNI_but': 0.02564102564102564, 'UNI_years': 0.02564102564102564, 'UNI_gotten': 0.02564102564102564, 'UNI_awful': 0.02564102564102564, 'UNI_the': 0.02564102564102564, 'UNI_quality': 0.05128205128205128, 'UNI_decreased': 0.02564102564102564, 'UNI_dramatically': 0.02564102564102564, 'UNI_our': 0.02564102564102564, 'UNI_last': 0.02564102564102564, 'UNI_3': 0.02564102564102564, 'UNI_experiences': 0.02564102564102564, 'UNI_left': 0.02564102564102564, 'UNI_us': 0.02564102564102564, 'UNI_looking': 0.02564102564102564, 'UNI_another': 0.02564102564102564, 'UNI_favorite': 0.02564102564102564, 'UNI_restaurant': 0.02564102564102564, 'UNI_i': 0.02564102564102564, 'UNI_would': 0.02564102564102564, 'UNI_longer': 0.02564102564102564, 'UNI_recommend': 0.02564102564102564, 'UNI_anyone': 0.02564102564102564}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_farrelli': 0.0625, 'UNI_horrible': 0.0625, 'UNI_food': 0.0625, 'UNI_way': 0.125, 'UNI_overpriced': 0.0625, 'UNI_the': 0.0625, 'UNI_service': 0.0625, 'UNI_unfriendly': 0.0625, 'UNI_extremely': 0.0625, 'UNI_slow': 0.0625, 'UNI_i': 0.0625, 'UNI_would': 0.0625, 'UNI_go': 0.0625, 'UNI_eat': 0.0625, 'UNI_restaurant': 0.0625}
negative  	{'Negative Emotion': 3.0303030303030303, 'Positive Emotion': 3.0303030303030303, 'liwc:negative': 1, 'UNI_the': 0.030303030303030304, 'UNI_asian': 0.030303030303030304, 'UNI_hostess': 0.030303030303030304, 'UNI_extremely': 0.030303030303030304, 'UNI_rude': 0.030303030303030304, 'UNI_inhospitable': 0.030303030303030304, 'UNI_there': 0.06060606060606061, 'UNI_chopsticks': 0.030303030303030304, 'UNI_table': 0.06060606060606061, 'UNI_clearly': 0.030303030303030304, 'UNI_shows': 0.030303030303030304, 'UNI_owner': 0.030303030303030304, 'UNI_restaurant': 0.09090909090909091, 'UNI_know': 0.030303030303030304, 'UNI_thai': 0.09090909090909091, 'UNI_cuisine': 0.030303030303030304, 'UNI_much': 0.030303030303030304, 'UNI_would': 0.030303030303030304, 'UNI_like': 0.030303030303030304, 'UNI_people': 0.030303030303030304, 'UNI_think': 0.030303030303030304, 'UNI_also': 0.030303030303030304, 'UNI_japanese': 0.030303030303030304, 'UNI_plates': 0.030303030303030304, 'UNI_this': 0.030303030303030304, 'UNI_word': 0.030303030303030304, 'UNI_name': 0.030303030303030304}
negative  	{'Negative Emotion': 0.8403361344537815, 'Positive Emotion': 3.361344537815126, 'liwc:positive': 1, 'UNI_me': 0.008403361344537815, 'UNI_girlfriend': 0.008403361344537815, 'UNI_went': 0.008403361344537815, 'UNI_lamotte': 0.008403361344537815, 'UNI_one': 0.01680672268907563, 'UNI_evening': 0.008403361344537815, 'UNI_looking': 0.008403361344537815, 'UNI_pleasant': 0.008403361344537815, 'UNI_dinner': 0.008403361344537815, 'UNI_it': 0.008403361344537815, 'UNI_7': 0.008403361344537815, 'UNI_pm': 0.008403361344537815, 'UNI_we': 0.01680672268907563, 'UNI_table': 0.01680672268907563, 'UNI_requested': 0.008403361344537815, 'UNI_pattio': 0.025210084033613446, 'UNI_area': 0.025210084033613446, 'UNI_friends': 0.008403361344537815, 'UNI_suggested': 0.008403361344537815, 'UNI_they': 0.008403361344537815, 'UNI_told': 0.008403361344537815, 'UNI_us': 0.03361344537815126, 'UNI_closed': 0.008403361344537815, 'UNI_20': 0.01680672268907563, 'UNI_minutes': 0.01680672268907563, 'UNI_got': 0.008403361344537815, 'UNI_saw': 0.008403361344537815, 'UNI_server': 0.008403361344537815, 'UNI_take': 0.008403361344537815, 'UNI_group': 0.008403361344537815, 'UNI_5': 0.008403361344537815, 'UNI_back': 0.008403361344537815, 'UNI_our': 0.01680672268907563, 'UNI_waitress': 0.008403361344537815, 'UNI_seemed': 0.008403361344537815, 'UNI_give': 0.008403361344537815, 'UNI_attitude': 0.008403361344537815, 'UNI_whenever': 0.008403361344537815, 'UNI_asked': 0.01680672268907563, 'UNI_something': 0.008403361344537815, 'UNI_tabled': 0.008403361344537815, 'UNI_cloth': 0.008403361344537815, 'UNI_wrinkley': 0.008403361344537815, 'UNI_somewhat': 0.008403361344537815, 'UNI_damp': 0.008403361344537815, 'UNI_i': 0.01680672268907563, 'UNI_ordered': 0.01680672268907563, 'UNI_steak': 0.008403361344537815, 'UNI_medium': 0.008403361344537815, 'UNI_rare': 0.008403361344537815, 'UNI_came': 0.008403361344537815, 'UNI_well': 0.01680672268907563, 'UNI_done': 0.008403361344537815, 'UNI_my': 0.008403361344537815, 'UNI_wife': 0.01680672268907563, 'UNI_chicken': 0.008403361344537815, 'UNI_alfredo': 0.008403361344537815, 'UNI_looked': 0.008403361344537815, 'UNI_like': 0.008403361344537815, 'UNI_soup': 0.008403361344537815, 'UNI_a': 0.01680672268907563, 'UNI_large': 0.008403361344537815, 'UNI_man': 0.008403361344537815, 'UNI_constantly': 0.008403361344537815, 'UNI_walking': 0.008403361344537815, 'UNI_around': 0.008403361344537815, 'UNI_restauraunt': 0.008403361344537815, 'UNI_starrign': 0.008403361344537815, 'UNI_making': 0.008403361344537815, 'UNI_feel': 0.008403361344537815, 'UNI_uncomfortable': 0.008403361344537815, 'UNI_section': 0.008403361344537815, 'UNI_when': 0.008403361344537815, 'UNI_speak': 0.008403361344537815, 'UNI_manager': 0.008403361344537815, 'UNI_took': 0.01680672268907563, 'UNI_come': 0.008403361344537815, 'UNI_see': 0.008403361344537815, 'UNI_and': 0.008403361344537815, 'UNI_really': 0.008403361344537815, 'UNI_made': 0.008403361344537815, 'UNI_angry': 0.008403361344537815, 'UNI_enduring': 0.008403361344537815, 'UNI_suffering': 0.008403361344537815, 'UNI_offered': 0.008403361344537815, 'UNI_slice': 0.01680672268907563, 'UNI_pie': 0.01680672268907563, 'UNI_of': 0.008403361344537815, 'UNI_none': 0.008403361344537815, 'UNI_less': 0.008403361344537815, 'UNI_reccomend': 0.008403361344537815, 'UNI_restaurant': 0.008403361344537815, 'UNI_no': 0.008403361344537815, 'UNI_stay': 0.008403361344537815, 'UNI_away': 0.008403361344537815, 'UNI_awful': 0.008403361344537815, 'UNI_place': 0.008403361344537815}
negative  	{'Negative Emotion': 1.2422360248447204, 'Positive Emotion': 4.3478260869565215, 'liwc:positive': 1, 'UNI_help': 0.006289308176100629, 'UNI_someone': 0.006289308176100629, 'UNI_sees': 0.006289308176100629, 'UNI_within': 0.018867924528301886, 'UNI_bowie': 0.006289308176100629, 'UNI_area': 0.006289308176100629, 'UNI_please': 0.006289308176100629, 'UNI_i': 0.10062893081761007, 'UNI_could': 0.006289308176100629, 'UNI_scream': 0.006289308176100629, 'UNI_let': 0.006289308176100629, 'UNI_know': 0.012578616352201259, 'UNI_aweful': 0.006289308176100629, 'UNI_experience': 0.006289308176100629, 'UNI_decided': 0.006289308176100629, 'UNI_since': 0.006289308176100629, 'UNI_holiday': 0.006289308176100629, 'UNI_treat': 0.012578616352201259, 'UNI_younger': 0.006289308176100629, 'UNI_generation': 0.006289308176100629, 'UNI_family': 0.006289308176100629, 'UNI_nice': 0.006289308176100629, 'UNI_meal': 0.012578616352201259, 'UNI_movie': 0.012578616352201259, 'UNI_the': 0.018867924528301886, 'UNI_maid': 0.006289308176100629, 'UNI_in': 0.006289308176100629, 'UNI_heaven': 0.006289308176100629, 'UNI_good': 0.006289308176100629, 'UNI_however': 0.012578616352201259, 'UNI_prior': 0.006289308176100629, 'UNI_went': 0.006289308176100629, 'UNI_tgif': 0.006289308176100629, 'UNI_town': 0.006289308176100629, 'UNI_center': 0.006289308176100629, 'UNI_1': 0.006289308176100629, 'UNI_we': 0.012578616352201259, 'UNI_waited': 0.006289308176100629, 'UNI_10': 0.012578616352201259, 'UNI_minutes': 0.006289308176100629, 'UNI_seated': 0.006289308176100629, 'UNI_asked': 0.006289308176100629, 'UNI_server': 0.012578616352201259, 'UNI_2': 0.006289308176100629, 'UNI_received': 0.006289308176100629, 'UNI_water': 0.006289308176100629, 'UNI_3': 0.006289308176100629, 'UNI_so': 0.006289308176100629, 'UNI_naturally': 0.006289308176100629, 'UNI_hostess': 0.006289308176100629, 'UNI_allowed': 0.006289308176100629, 'UNI_guess': 0.012578616352201259, 'UNI_order': 0.006289308176100629, 'UNI_wanted': 0.006289308176100629, 'UNI_they': 0.006289308176100629, 'UNI_chose': 0.006289308176100629, 'UNI_hi-ended': 0.006289308176100629, 'UNI_items': 0.006289308176100629, 'UNI_4': 0.006289308176100629, 'UNI_finally': 0.006289308176100629, 'UNI_met': 0.006289308176100629, 'UNI_apologized': 0.006289308176100629, 'UNI_explaining': 0.006289308176100629, 'UNI_back': 0.006289308176100629, 'UNI_figuring': 0.006289308176100629, 'UNI_going': 0.012578616352201259, 'UNI_serve': 0.006289308176100629, 'UNI_5': 0.006289308176100629, 'UNI_dah': 0.006289308176100629, 'UNI_tmi': 0.006289308176100629, 'UNI_much': 0.006289308176100629, 'UNI_info': 0.006289308176100629, "UNI_n't": 0.006289308176100629, 'UNI_want': 0.012578616352201259, 'UNI_6': 0.006289308176100629, 'UNI_served': 0.006289308176100629, 'UNI_explained': 0.006289308176100629, 'UNI_movies': 0.006289308176100629, 'UNI_across': 0.006289308176100629, 'UNI_lot': 0.006289308176100629, 'UNI_ordered': 0.012578616352201259, 'UNI_soup': 0.012578616352201259, 'UNI_got': 0.006289308176100629, 'UNI_spoon': 0.006289308176100629, 'UNI_7': 0.006289308176100629, 'UNI_came': 0.006289308176100629, 'UNI_entree': 0.006289308176100629, 'UNI_liquid': 0.006289308176100629, 'UNI_8': 0.006289308176100629, 'UNI_returned': 0.006289308176100629, 'UNI_asking': 0.006289308176100629, 'UNI_better': 0.006289308176100629, 'UNI_serving': 0.006289308176100629, 'UNI_it': 0.012578616352201259, 'UNI_luke': 0.006289308176100629, 'UNI_warm': 0.006289308176100629, 'UNI_9': 0.006289308176100629, 'UNI_all': 0.006289308176100629, 'UNI_entrees': 0.006289308176100629, 'UNI_either': 0.006289308176100629, 'UNI_burned': 0.006289308176100629, 'UNI_cooked': 0.006289308176100629, 'UNI_twice': 0.006289308176100629, 'UNI_awful': 0.006289308176100629, 'UNI_displayed': 0.006289308176100629, 'UNI_manager': 0.006289308176100629, 'UNI_gave': 0.006289308176100629, 'UNI_discount': 0.006289308176100629, 'UNI_he': 0.006289308176100629, 'UNI_should': 0.006289308176100629, 'UNI_have': 0.006289308176100629, 'UNI_waived': 0.006289308176100629, 'UNI_entire': 0.006289308176100629, 'UNI_chain': 0.006289308176100629, 'UNI_embarrased': 0.006289308176100629, 'UNI_supposed': 0.006289308176100629, 'UNI_my': 0.006289308176100629, 'UNI_impressed': 0.006289308176100629, 'UNI_reflected': 0.006289308176100629, 'UNI_bad': 0.006289308176100629, 'UNI_part': 0.006289308176100629, 'UNI_making': 0.006289308176100629, 'UNI_selection': 0.006289308176100629, 'UNI_dine': 0.006289308176100629, 'UNI_vthomas4513': 0.006289308176100629, 'UNI_yahoo.com': 0.006289308176100629}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 2.3255813953488373, 'liwc:positive': 1, 'UNI_simply': 0.007751937984496124, 'UNI_put': 0.007751937984496124, 'UNI_racist': 0.007751937984496124, 'UNI_attitudes': 0.007751937984496124, 'UNI_towards': 0.007751937984496124, 'UNI_minorities': 0.015503875968992248, 'UNI_the': 0.007751937984496124, 'UNI_incident': 0.015503875968992248, 'UNI_my': 0.015503875968992248, 'UNI_group': 0.007751937984496124, 'UNI_12': 0.007751937984496124, 'UNI_consisted': 0.007751937984496124, 'UNI_obviously': 0.007751937984496124, 'UNI_we': 0.007751937984496124, 'UNI_arrived': 0.015503875968992248, 'UNI_7:50': 0.007751937984496124, 'UNI_pm': 0.015503875968992248, 'UNI_saturday': 0.007751937984496124, 'UNI_night': 0.007751937984496124, 'UNI_a': 0.007751937984496124, 'UNI_party': 0.015503875968992248, 'UNI_16': 0.007751937984496124, 'UNI_multiple': 0.007751937984496124, 'UNI_parties': 0.007751937984496124, 'UNI_8': 0.007751937984496124, 'UNI_everyone': 0.023255813953488372, 'UNI_else': 0.007751937984496124, 'UNI_seated': 0.007751937984496124, 'UNI_first': 0.007751937984496124, 'UNI_even': 0.023255813953488372, 'UNI_considered': 0.007751937984496124, 'UNI_us': 0.007751937984496124, 'UNI_at': 0.007751937984496124, 'UNI_10:00': 0.007751937984496124, 'UNI_i': 0.03875968992248062, 'UNI_finally': 0.007751937984496124, 'UNI_able': 0.007751937984496124, 'UNI_speak': 0.007751937984496124, 'UNI_manager': 0.007751937984496124, 'UNI_there': 0.007751937984496124, 'UNI_one': 0.007751937984496124, 'UNI_waiting': 0.015503875968992248, 'UNI_restaurant': 0.007751937984496124, 'UNI_alan': 0.007751937984496124, 'UNI_told': 0.015503875968992248, 'UNI_quite': 0.007751937984496124, 'UNI_frankly': 0.007751937984496124, 'UNI_wait': 0.023255813953488372, 'UNI_2': 0.007751937984496124, 'UNI_hours': 0.007751937984496124, 'UNI_still': 0.007751937984496124, 'UNI_need': 0.007751937984496124, 'UNI_basically': 0.007751937984496124, 'UNI_walked': 0.007751937984496124, 'UNI_away': 0.007751937984496124, 'UNI_no': 0.007751937984496124, 'UNI_apologies': 0.007751937984496124, 'UNI_nothing': 0.007751937984496124, 'UNI_if': 0.007751937984496124, 'UNI_joe': 0.007751937984496124, 'UNI_crabshack': 0.007751937984496124, 'UNI_made': 0.007751937984496124, 'UNI_equally': 0.007751937984496124, 'UNI_staff': 0.007751937984496124, 'UNI_admitted': 0.007751937984496124, 'UNI_scheduling': 0.007751937984496124, 'UNI_error': 0.007751937984496124, 'UNI_part': 0.007751937984496124, 'UNI_would': 0.015503875968992248, "UNI_n't": 0.007751937984496124, 'UNI_disgusted': 0.007751937984496124, 'UNI_establishment': 0.007751937984496124, 'UNI_never': 0.007751937984496124, 'UNI_consider': 0.007751937984496124, 'UNI_dining': 0.007751937984496124, 'UNI_for': 0.007751937984496124, 'UNI_full': 0.007751937984496124, 'UNI_recap': 0.007751937984496124, 'UNI_please': 0.007751937984496124, 'UNI_visit': 0.007751937984496124, 'UNI_http': 0.007751937984496124, 'UNI_corporate': 0.015503875968992248, 'UNI_office': 0.007751937984496124, 'UNI_action': 0.007751937984496124, 'UNI_they': 0.015503875968992248, 'UNI_called': 0.007751937984496124, 'UNI_apologized': 0.007751937984496124, 'UNI_offered': 0.007751937984496124, 'UNI_send': 0.007751937984496124, 'UNI_incentives': 0.007751937984496124, 'UNI_damage': 0.007751937984496124, 'UNI_control': 0.007751937984496124, 'UNI_respectfully': 0.007751937984496124, 'UNI_declined': 0.007751937984496124, 'UNI_mission': 0.007751937984496124, 'UNI_tell': 0.007751937984496124, 'UNI_poor': 0.007751937984496124, 'UNI_mentality': 0.007751937984496124, 'UNI_types': 0.007751937984496124, 'UNI_belittling': 0.007751937984496124, 'UNI_mgmt': 0.007751937984496124, 'UNI_hire': 0.007751937984496124, 'UNI_long': 0.007751937984496124, 'UNI_beach': 0.007751937984496124, 'UNI_review': 0.007751937984496124, 'UNI_submitted': 0.007751937984496124, 'UNI_brian': 0.007751937984496124, 'UNI_ki': 0.007751937984496124}
